number,country,points,price,province,region_1,region_2,title,variety,winery
579,Italy,96,470.0,Veneto,Amarone della Valpolicella,,Dal Forno Romano 2003 Vigneto di Monte Lodoletta  (Amarone della Valpolicella),"Corvina, Rondinella, Molinara",Dal Forno Romano
580,US,96,50.0,California,Russian River Valley,Sonoma,Williams Selyem 2010 Heintz Vineyard Chardonnay (Russian River Valley),Chardonnay,Williams Selyem
581,US,96,60.0,California,Russian River Valley,Sonoma,Merry Edwards 2011 Coopersmith Pinot Noir (Russian River Valley),Pinot Noir,Merry Edwards
582,US,96,65.0,California,Russian River Valley,Sonoma,Williams Selyem 2010 Drake Estate Vineyard Chardonnay (Russian River Valley),Chardonnay,Williams Selyem
583,France,96,42.0,Alsace,Alsace,,Kuentz-Bas 2015 Geisberg Grand Cru Riesling (Alsace),Riesling,Kuentz-Bas
584,France,96,45.0,Alsace,Alsace,,Julien Schaal 2016 Rangen de Thann Grand Cru Riesling (Alsace),Riesling,Julien Schaal
585,France,96,60.0,Alsace,Alsace,,Domaine Schoffit 2015 Clos Saint-Théobald Rangen Grand Cru Vendanges Tardives Riesling (Alsace),Riesling,Domaine Schoffit
586,France,96,29.0,Alsace,Alsace,,Domaines Schlumberger 2014 Saering Grand Cru Riesling (Alsace),Riesling,Domaines Schlumberger
587,France,96,60.0,Alsace,Alsace,,Domaine Schoffit 2015 Clos Saint-Théobald Rangen Grand Cru Vendanges Tardives Pinot Gris (Alsace),Pinot Gris,Domaine Schoffit
588,France,96,78.0,Alsace,Alsace,,Domaine Marcel Deiss 2012 Schoenenbourg Grand Cru White (Alsace),Alsace white blend,Domaine Marcel Deiss
589,US,96,52.0,California,Sta. Rita Hills,Central Coast,Roark Wine Co. 2014 Sanford & Benedict Vineyard Pinot Noir (Sta. Rita Hills),Pinot Noir,Roark Wine Co.
590,France,96,160.0,Champagne,Champagne,,Mailly Grand Cru 2008 Les Echansons  (Champagne),Champagne Blend,Mailly Grand Cru
591,US,96,45.0,California,Alexander Valley,Sonoma,Macauley 2007 Special Selected Late Harvest Botrytis Sémillon (Alexander Valley),Sémillon,Macauley
592,Spain,96,82.0,Northern Spain,Rioja,,Remírez de Ganuza 2005 Old Vines Unfiltered  (Rioja),Tempranillo Blend,Remírez de Ganuza
593,Italy,96,125.0,Tuscany,Bolgheri,,Tenuta dell'Ornellaia 1999 Ornellaia  (Bolgheri),Red Blend,Tenuta dell'Ornellaia
594,France,96,2500.0,Burgundy,La Romanée,,Domaine du Comte Liger-Belair 2010  La Romanée,Pinot Noir,Domaine du Comte Liger-Belair
595,US,96,100.0,California,Russian River Valley,Sonoma,J. Rochioli 2011 West Block Pinot Noir (Russian River Valley),Pinot Noir,J. Rochioli
596,US,96,125.0,California,Rutherford,Napa,Flora Springs 2010 Rutherford Hillside Reserve Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,Flora Springs
597,US,96,100.0,California,Rutherford,Napa,Freemark Abbey 2009 Sycamore Vineyard Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,Freemark Abbey
598,Italy,96,280.0,Tuscany,Toscana,,Tenuta di Biserno 2008 Lodovico Red (Toscana),Red Blend,Tenuta di Biserno
599,France,96,,Bordeaux,Margaux,,Château Rauzan-Ségla 2010  Margaux,Bordeaux-style Red Blend,Château Rauzan-Ségla
600,US,96,275.0,California,Oakville,Napa,Paul Hobbs 2009 Beckstoffer To Kalon Vineyard Cabernet Sauvignon (Oakville),Cabernet Sauvignon,Paul Hobbs
601,France,96,111.0,Bordeaux,Sauternes,,Château Suduiraut 2009  Sauternes,Bordeaux-style White Blend,Château Suduiraut
602,US,96,150.0,California,Oakville,Napa,Goldschmidt 2007 Plus Game Ranch Single Vineyard Selection Cabernet Sauvignon (Oakville),Cabernet Sauvignon,Goldschmidt
603,France,96,126.0,Bordeaux,Barsac,,Château Climens 2009  Barsac,Bordeaux-style White Blend,Château Climens
604,Portugal,96,100.0,Port,,,Niepoort 2009 Bioma Vinha Velha Vintage  (Port),Port,Niepoort
605,US,96,60.0,California,Santa Ynez Valley,Central Coast,Zaca Mesa 2009 Black Bear Block Estate Grown and Bottled Syrah (Santa Ynez Valley),Syrah,Zaca Mesa
606,France,96,,Bordeaux,Pauillac,,Château Lynch-Bages 2010  Pauillac,Bordeaux-style Red Blend,Château Lynch-Bages
607,France,96,,Bordeaux,Pauillac,,Château Pichon Longueville Comtesse de Lalande 2010  Pauillac,Bordeaux-style Red Blend,Château Pichon Longueville Comtesse de Lalande
608,US,96,200.0,California,Napa-Monterey-Mendocino,,Schramsberg 1997 J. Schram Late Disgorged 150th Anniversary Release Sparkling (Napa-Monterey-Mendocino),Sparkling Blend,Schramsberg
609,US,96,65.0,California,Russian River Valley,Sonoma,Ramey 2012 Cole Creek Vineyard Syrah (Russian River Valley),Syrah,Ramey
610,France,96,37.0,Alsace,Alsace,,Domaine Weinbach 2011 Schlossberg Grand Cru Riesling (Alsace),Riesling,Domaine Weinbach
611,US,96,70.0,California,Carneros,Napa-Sonoma,Schramsberg 2009 Tognetti Vineyard Brut Sparkling (Carneros),Sparkling Blend,Schramsberg
612,France,96,100.0,Alsace,Alsace,,Domaine Zind-Humbrecht 2014 Brand Grand Cru Riesling (Alsace),Riesling,Domaine Zind-Humbrecht
613,France,96,120.0,Alsace,Alsace,,Domaine Zind-Humbrecht 2015 Clos Saint Urbain Rangen de Thann Grand Cru Pinot Gris (Alsace),Pinot Gris,Domaine Zind-Humbrecht
614,US,96,165.0,California,Rutherford,Napa,Hall 2007 Exzellenz Red Wine Sacrashe Vineyard Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,Hall
615,US,96,70.0,California,Russian River Valley,Sonoma,Lynmar 2009 Quail Hill Vineyard Summit Pinot Noir (Russian River Valley),Pinot Noir,Lynmar
616,US,96,75.0,Oregon,Walla Walla Valley (OR),Oregon Other,Cayuse 2009 Camaspelo Cabernet Sauvignon-Merlot (Walla Walla Valley (OR)),Cabernet Sauvignon-Merlot,Cayuse
617,US,96,85.0,California,Napa Valley,Napa,Dolce 2007 Late Harvest Wine Semillon-Sauvignon Blanc (Napa Valley),Semillon-Sauvignon Blanc,Dolce
618,Austria,96,78.0,Kamptal,,,Bründlmayer 2011 Zöbinger Heiligenstein Erste Lage Alte Reben Reserve Riesling (Kamptal),Riesling,Bründlmayer
619,US,96,75.0,California,Oakville,Napa,Goldschmidt 2008 Single Vineyard Selection Game Ranch Cabernet Sauvignon (Oakville),Cabernet Sauvignon,Goldschmidt
620,US,96,200.0,California,Napa Valley,Napa,The Vineyard House 2008 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,The Vineyard House
621,Italy,96,227.0,Tuscany,Bolgheri Sassicaia,,Tenuta San Guido 2009 Sassicaia  (Bolgheri Sassicaia),Red Blend,Tenuta San Guido
622,US,96,45.0,Washington,Columbia Valley (WA),Columbia Valley,Dunham 2009 XV Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Dunham
623,US,96,200.0,California,Napa Valley,Napa,Joseph Phelps 2009 Insignia Estate Grown Red (Napa Valley),Red Blend,Joseph Phelps
624,US,96,150.0,California,Fort Ross-Seaview,Sonoma,Wayfarer 2013 Estate Grown The Traveler Pinot Noir (Fort Ross-Seaview),Pinot Noir,Wayfarer
625,France,96,281.0,Burgundy,Clos de Vougeot,,Domaine Jean Grivot 2013  Clos de Vougeot,Pinot Noir,Domaine Jean Grivot
626,Hungary,96,125.0,Tokaji,,,Dobogó 2007 Aszú 6 Puttonyos  (Tokaji),Tokaji,Dobogó
627,France,96,,Burgundy,Echézeaux,,Domaine Jean Grivot 2013  Echézeaux,Pinot Noir,Domaine Jean Grivot
628,US,96,54.0,California,Russian River Valley,Sonoma,Merry Edwards 2008 Flax Vineyard Méthode a L'Ancienne Pinot Noir (Russian River Valley),Pinot Noir,Merry Edwards
629,US,96,57.0,California,Russian River Valley,Sonoma,Merry Edwards 2008 Klopp Ranch Méthode a L'Ancienne Pinot Noir (Russian River Valley),Pinot Noir,Merry Edwards
630,US,96,89.0,California,Stags Leap District,Napa,Reynolds Family Winery 2007 Reserve Cabernet Sauvignon (Stags Leap District),Cabernet Sauvignon,Reynolds Family Winery
631,US,96,150.0,California,Sonoma Coast,Sonoma,Keller Estate 2005 Precioso Pinot Noir (Sonoma Coast),Pinot Noir,Keller Estate
632,France,96,116.0,Burgundy,Corton-Pougets,,Louis Jadot 2014  Corton-Pougets,Pinot Noir,Louis Jadot
633,Portugal,96,55.0,Alentejo,,,Mouchão 2011 Red (Alentejo),Portuguese Red,Mouchão
634,France,96,149.0,Burgundy,Chablis,,Domaine Christian Moreau Père et Fils 2014 Les Clos Grand Cru Clos des Hospices  (Chablis),Chardonnay,Domaine Christian Moreau Père et Fils
635,US,96,54.0,California,Russian River Valley,Sonoma,Arista 2014 Chardonnay (Russian River Valley),Chardonnay,Arista
636,France,96,231.0,Burgundy,Echézeaux,,Louis Jadot 2014  Echézeaux,Pinot Noir,Louis Jadot
637,Italy,96,45.0,Tuscany,Brunello di Montalcino,,Il Colle 2011  Brunello di Montalcino,Sangiovese,Il Colle
638,Italy,96,540.0,Tuscany,Brunello di Montalcino,,Biondi Santi 2011 Riserva  (Brunello di Montalcino),Sangiovese,Biondi Santi
639,France,96,474.0,Burgundy,Chambertin Clos de Bèze,,Louis Jadot 2014  Chambertin Clos de Bèze,Pinot Noir,Louis Jadot
640,US,96,66.0,California,Santa Ynez Valley,Central Coast,Stolpman 2007 La Croce Red (Santa Ynez Valley),Red Blend,Stolpman
641,Germany,96,49.0,Mosel-Saar-Ruwer,,,Dr. Loosen 2006 Wehlener Sonnenuhr Trockenbeerenauslese Goldkap Riesling (Mosel-Saar-Ruwer),Riesling,Dr. Loosen
642,US,96,72.0,California,Napa Valley,Napa,Macauley 2007 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Macauley
643,US,96,250.0,California,Napa Valley,Napa,Staglin 2007 INEO Red (Napa Valley),Bordeaux-style Red Blend,Staglin
644,France,96,120.0,Rhône Valley,Châteauneuf-du-Pape,,Famille Perrin 2010 Château de Beaucastel Red (Châteauneuf-du-Pape),Rhône-style Red Blend,Famille Perrin
645,France,96,575.0,Burgundy,Chambertin Clos de Bèze,,Bouchard Père & Fils 2006  Chambertin Clos de Bèze,Pinot Noir,Bouchard Père & Fils
646,France,96,,Burgundy,Clos de Vougeot,,Domaine Anne Gros 2006 Le Grand Maupertui  (Clos de Vougeot),Pinot Noir,Domaine Anne Gros
647,France,96,2000.0,Burgundy,La Romanée,,Domaine du Comte Liger-Belair 2005  La Romanée,Pinot Noir,Domaine du Comte Liger-Belair
648,France,96,90.0,Bordeaux,Saint-Julien,,Château Léoville Barton 2001  Saint-Julien,Bordeaux-style Red Blend,Château Léoville Barton
649,US,96,200.0,California,Napa Valley,Napa,Harlan Estate 1999 Red (Napa Valley),Red Blend,Harlan Estate
650,Germany,96,160.0,Mosel-Saar-Ruwer,,,Dr. H. Thanisch (Erben Müller-Burggraef) 2006 Berncasteler Doctor Beerenauslese Goldkap Riesling (Mosel-Saar-Ruwer),Riesling,Dr. H. Thanisch (Erben Müller-Burggraef)
651,France,96,240.0,Burgundy,Chambertin,,Domaine Rossignol-Trapet 2011  Chambertin,Pinot Noir,Domaine Rossignol-Trapet
652,France,96,315.0,Burgundy,Chevalier-Montrachet,,Bouchard Père & Fils 2011  Chevalier-Montrachet,Chardonnay,Bouchard Père & Fils
653,France,96,115.0,Burgundy,Corton,,Bouchard Père & Fils 2011 Le Corton  (Corton),Pinot Noir,Bouchard Père & Fils
654,Spain,96,90.0,Northern Spain,Ribera del Duero,,Astrales 2010  Ribera del Duero,Tinto Fino,Astrales
655,US,96,60.0,California,Napa Valley,Napa,Lewis 1997 Reserve Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Lewis
656,US,96,65.0,Oregon,Willamette Valley,Willamette Valley,Ken Wright 2012 Freedom Hill Vineyard Pinot Noir (Willamette Valley),Pinot Noir,Ken Wright
657,France,96,360.0,Bordeaux,Saint-Estèphe,,Château Montrose 2009  Saint-Estèphe,Bordeaux-style Red Blend,Château Montrose
658,France,96,130.0,Burgundy,Corton-Charlemagne,,Louis Jadot 2009  Corton-Charlemagne,Chardonnay,Louis Jadot
659,US,96,95.0,California,Napa Valley,Napa,Jarvis 2006 Estate Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Jarvis
660,France,96,200.0,Bordeaux,Pauillac,,Château Pichon Longueville 2009  Pauillac,Bordeaux-style Red Blend,Château Pichon Longueville
661,Portugal,96,99.0,Port,,,Taylor Fladgate 2009 Vintage  (Port),Port,Taylor Fladgate
662,Austria,96,,Wachau,,,F X Pichler 2013 Dürnsteiner Liebenberg Smaragd Grüner Veltliner (Wachau),Grüner Veltliner,F X Pichler
663,Italy,96,315.0,Tuscany,Toscana,,Le Macchiole 2010 Messorio Merlot (Toscana),Merlot,Le Macchiole
664,US,96,75.0,California,Russian River Valley,Sonoma,Williams Selyem 2013 Olivet Lane Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Williams Selyem
665,US,96,65.0,California,Russian River Valley,Sonoma,Ramey 2012 Woolsey Road Vineyard Chardonnay (Russian River Valley),Chardonnay,Ramey
666,Austria,96,92.0,Wachau,,,Emmerich Knoll 2012 Ried Loibenberg Reserve Grüner Veltliner (Wachau),Grüner Veltliner,Emmerich Knoll
667,Austria,96,54.0,Wachau,,,Emmerich Knoll 2013 Ried Loibenberg Smaragd Riesling (Wachau),Riesling,Emmerich Knoll
668,US,96,65.0,California,Carneros,Napa-Sonoma,Ramey 2012 Hyde Vineyard Chardonnay (Carneros),Chardonnay,Ramey
669,US,96,48.0,California,Carneros,Napa-Sonoma,Shafer 2009 Red Shoulder Ranch Chardonnay (Carneros),Chardonnay,Shafer
670,Austria,96,103.0,Wachau,,,Franz Hirtzberger 2010 Hochrain Smaragd Riesling (Wachau),Riesling,Franz Hirtzberger
671,France,96,390.0,Champagne,Champagne,,Barons de Rothschild 2006 Blanc de Blancs Vintage Brut Chardonnay (Champagne),Chardonnay,Barons de Rothschild
672,Italy,96,150.0,Piedmont,Barolo,,Massolino 2010 Vigna Rionda Riserva  (Barolo),Nebbiolo,Massolino
673,US,96,38.0,Oregon,Willamette Valley,Willamette Valley,Trisaetum 2015 Estates Reserve Riesling (Willamette Valley),Riesling,Trisaetum
674,US,96,275.0,California,Adelaida District,Central Coast,Patrimony 2013 Cabernet Sauvignon (Adelaida District),Cabernet Sauvignon,Patrimony
675,Italy,96,210.0,Piedmont,Barolo,,Rivetto 2010 Briccolina Riserva  (Barolo),Nebbiolo,Rivetto
676,Austria,96,56.0,Wachau,,,Emmerich Knoll 2014 Ried Loibenberg Smaragd Riesling (Wachau),Riesling,Emmerich Knoll
677,US,96,60.0,California,Sonoma Coast,Sonoma,Hartford Court 2007 Stone Côte Vineyard Chardonnay (Sonoma Coast),Chardonnay,Hartford Court
678,France,96,,Bordeaux,Margaux,,Château Palmer 2005  Margaux,Bordeaux-style Red Blend,Château Palmer
679,France,96,115.0,Bordeaux,Pauillac,,Château Lynch-Bages 2005  Pauillac,Bordeaux-style Red Blend,Château Lynch-Bages
680,France,96,,Bordeaux,Saint-Émilion,,Château Ausone 2012 Barrel Sample  (Saint-Émilion),Bordeaux-style Red Blend,Château Ausone
681,US,96,48.0,Washington,Horse Heaven Hills,Columbia Valley,Buty 2007 Columbia Rediviva Cabernet Sauvignon-Syrah (Horse Heaven Hills),Cabernet Sauvignon-Syrah,Buty
682,US,96,30.0,Washington,Columbia Valley (WA),Columbia Valley,Efeste 2009 Lola Chardonnay (Columbia Valley (WA)),Chardonnay,Efeste
683,US,96,125.0,Washington,Columbia Valley (WA),Columbia Valley,Quilceda Creek 2007 Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Quilceda Creek
684,US,96,75.0,California,Alexander Valley,Sonoma,Legacy 2006 Red (Alexander Valley),Bordeaux-style Red Blend,Legacy
685,US,96,100.0,California,Alexander Valley,Sonoma,Stonestreet 2006 Christopher's Cabernet Sauvignon (Alexander Valley),Cabernet Sauvignon,Stonestreet
686,US,96,50.0,Washington,Rattlesnake Hills,Columbia Valley,Tamarack Cellars 2008 DuBrul Vineyard Reserve Red Red (Rattlesnake Hills),Red Blend,Tamarack Cellars
687,US,96,55.0,Washington,Columbia Valley (WA),Columbia Valley,J. Bookwalter 2009 Conner Lee Vineyard Conflict Red Red (Columbia Valley (WA)),Bordeaux-style Red Blend,J. Bookwalter
688,US,96,75.0,Washington,Walla Walla Valley (WA),Columbia Valley,Seven Hills 2009 Pentad Red Wine Red (Walla Walla Valley (WA)),Bordeaux-style Red Blend,Seven Hills
689,Italy,96,165.0,Piedmont,Barolo,,Luciano Sandrone 2007 Cannubi Boschis  (Barolo),Nebbiolo,Luciano Sandrone
690,Italy,96,125.0,Piedmont,Barolo,,Gianni Voerzio 2007 La Serra  (Barolo),Nebbiolo,Gianni Voerzio
691,US,96,110.0,Washington,Red Mountain,Columbia Valley,Quilceda Creek 2009 Galitzine Vineyard Cabernet Sauvignon (Red Mountain),Cabernet Sauvignon,Quilceda Creek
692,Italy,96,495.0,Piedmont,Langhe,,Gaja 2009 Sorì San Lorenzo Nebbiolo (Langhe),Nebbiolo,Gaja
693,France,96,,Bordeaux,Saint-Émilion,,Château Cheval Blanc 2012 Barrel Sample  (Saint-Émilion),Bordeaux-style Red Blend,Château Cheval Blanc
694,France,96,,Bordeaux,Saint-Émilion,,Château Valandraud 2012 Barrel Sample  (Saint-Émilion),Bordeaux-style Red Blend,Château Valandraud
695,France,96,,Bordeaux,Pessac-Léognan,,Château Haut-Brion 2005  Pessac-Léognan,Bordeaux-style White Blend,Château Haut-Brion
696,Germany,96,228.0,Mosel,,,Maximin Grünhäuser 2009 Herrenberg Eiswein Riesling (Mosel),Riesling,Maximin Grünhäuser
697,Germany,96,80.0,Mosel,,,Dr. Heidemanns-Bergweiler 2009 Bernkasteler Johannisbrünnchen Eiswein Riesling (Mosel),Riesling,Dr. Heidemanns-Bergweiler
698,US,96,40.0,Oregon,Dundee Hills,Willamette Valley,Scott Paul 2009 Dix Pinot Noir (Dundee Hills),Pinot Noir,Scott Paul
699,Germany,96,271.0,Rheingau,,,Domdechant Werner 2009 Hochheimer Domdechaney Beerenauslese Riesling (Rheingau),Riesling,Domdechant Werner
700,Austria,96,80.0,Kamptal,,,Bründlmayer 2010 Zöbinger Heiligenstein Erste Lage Alte Reben Reserve Riesling (Kamptal),Riesling,Bründlmayer
701,US,96,100.0,California,Russian River Valley,Sonoma,Rochioli 2010 West Block Pinot Noir (Russian River Valley),Pinot Noir,Rochioli
702,Argentina,96,50.0,Mendoza Province,Tupungato,,Riglos 2009 Gran Corte Las Divas Vineyard Red (Tupungato),Bordeaux-style Red Blend,Riglos
703,US,96,195.0,California,Napa Valley,Napa,Celani Family Vineyards 2008 Ardore Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Celani Family Vineyards
704,Australia,96,110.0,South Australia,Barossa Valley,,Glaetzer 2010 Amon-Ra Unfiltered Shiraz (Barossa Valley),Shiraz,Glaetzer
705,Germany,96,440.0,Mosel,,,S.A. Prüm 2010 Wehlener Sonnenuhr Trockenbeerenauslese Riesling (Mosel),Riesling,S.A. Prüm
706,Italy,96,118.0,Piedmont,Barolo,,Paolo Scavino 2009 Cannubi  (Barolo),Nebbiolo,Paolo Scavino
707,Germany,96,672.0,Rheingau,,,Robert Weil 2010 Kiedrich Gräfenberg Trockenbeerenauslese Riesling (Rheingau),Riesling,Robert Weil
708,France,96,250.0,Bordeaux,Pomerol,,Château Trotanoy 2005  Pomerol,Bordeaux-style Red Blend,Château Trotanoy
709,Portugal,96,149.0,Douro,,,Quinta Vale Dona Maria 2013 Vinha do Rio Red (Douro),Portuguese Red,Quinta Vale Dona Maria
710,US,96,50.0,California,Sta. Rita Hills,Central Coast,Babcock 2009 Microcosm Pinot Noir (Sta. Rita Hills),Pinot Noir,Babcock
711,US,96,75.0,California,Santa Maria Valley,Central Coast,Au Bon Climat 2008 20 Years in the Shed with Bob at Bien Nacido Pinot Noir (Santa Maria Valley),Pinot Noir,Au Bon Climat
712,Italy,96,115.0,Tuscany,Brunello di Montalcino,,Padelletti 2010 Riserva  (Brunello di Montalcino),Sangiovese,Padelletti
713,US,96,50.0,California,Santa Maria Valley,Central Coast,Au Bon Climat 2013 Knox Alexander Estate Bottled Pinot Noir (Santa Maria Valley),Pinot Noir,Au Bon Climat
714,US,96,65.0,California,Santa Barbara County,Central Coast,D'Alfonso-Curran 2013 White Hills Vineyard Chardonnay (Santa Barbara County),Chardonnay,D'Alfonso-Curran
715,France,96,,Bordeaux,Pessac-Léognan,,Château La Mission Haut-Brion 2009 Barrel sample  (Pessac-Léognan),Bordeaux-style Red Blend,Château La Mission Haut-Brion
716,Austria,96,40.0,Wachau,,,Emmerich Knoll 2013 Loibner Auslese Grüner Veltliner (Wachau),Grüner Veltliner,Emmerich Knoll
717,France,96,469.0,Champagne,Champagne,,Louis Roederer 2007 Cristal Brut Rosé  (Champagne),Champagne Blend,Louis Roederer
718,US,96,45.0,California,Atlas Peak,Napa,Conn Creek 2007 Stagecoach Vineyard Cabernet Sauvignon (Atlas Peak),Cabernet Sauvignon,Conn Creek
719,US,96,32.0,California,Santa Maria Valley,Central Coast,Foxen 2010 Block UU Bien Nacido Vineyard Chardonnay (Santa Maria Valley),Chardonnay,Foxen
720,US,96,100.0,Washington,Columbia Valley (WA),Columbia Valley,Charles Smith 2008 King Coal Cabernet Sauvignon-Syrah (Columbia Valley (WA)),Cabernet Sauvignon-Syrah,Charles Smith
721,France,96,,France Other,Vin de France,,Domaine Vacheron 2014 L'Enclos des Remparts Sauvignon Blanc (Vin de France),Sauvignon Blanc,Domaine Vacheron
722,US,96,140.0,Washington,Columbia Valley (WA),Columbia Valley,Charles Smith 2012 Royal City Syrah (Columbia Valley (WA)),Syrah,Charles Smith
723,US,96,82.0,California,Russian River Valley,Sonoma,Williams Selyem 2013 Allen Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Williams Selyem
724,Italy,96,89.0,Tuscany,Brunello di Montalcino,,Terralsole 2010 Riserva  (Brunello di Montalcino),Sangiovese,Terralsole
725,Italy,96,195.0,Tuscany,Brunello di Montalcino,,Fuligni 2010 Riserva  (Brunello di Montalcino),Sangiovese,Fuligni
726,Italy,96,130.0,Tuscany,Brunello di Montalcino,,Canalicchio di Sopra 2010 Riserva  (Brunello di Montalcino),Sangiovese,Canalicchio di Sopra
727,US,96,50.0,California,Santa Maria Valley,Central Coast,Clendenen Family 2013 Le Bon Climat Pinot Noir (Santa Maria Valley),Pinot Noir,Clendenen Family
728,US,96,48.0,Washington,Horse Heaven Hills,Columbia Valley,Buty 2006 Columbia Rediviva Cabernet Sauvignon-Syrah (Horse Heaven Hills),Cabernet Sauvignon-Syrah,Buty
729,US,96,60.0,California,Napa Valley,Napa,Atalon 2006 Corestone Ridge Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Atalon
