number,country,points,price,province,region_1,region_2,title,variety,winery,LightBold,SmoothTannin,DrySweet,SoftAcidic
514,Germany,96,53.0,Mosel-Saar-Ruwer,,,Karl+Erbes++Ürziger+Würzgarten+Auslese+*+*+*+Goldkap+Riesling+Mosel-Saar-Ruwer,Riesling,Karl Erbes,50,50,50,50
515,US,96,185.0,California,Happy Canyon of Santa Barbara,Central Coast,Crown+Point++Cabernet+Sauvignon+Happy+Canyon+of+Santa+Barbara,Cabernet Sauvignon,Crown Point,50,50,50,50
516,France,96,,Alsace,Alsace,,Trimbach++Clos+Ste+Hune+Riesling+Alsace,Riesling,Trimbach,50,50,50,50
517,US,96,70.0,California,Arroyo Grande Valley,Central Coast,Talley++Rosemary's+Vineyard+Pinot+Noir+Arroyo+Grande+Valley,Pinot Noir,Talley,50,50,50,50
518,France,96,,Bordeaux,Barsac,,Château+Doisy-Daëne+++Barsac,Bordeaux-style White Blend,Château Doisy-Daëne,50,50,50,50
519,France,96,70.0,Bordeaux,Sauternes,,Château+Suduiraut+++Sauternes,Bordeaux-style White Blend,Château Suduiraut,50,50,50,50
520,US,96,155.0,California,Napa Valley,Napa,Portfolio++Limited+Edition+Red+Napa+Valley,Bordeaux-style Red Blend,Portfolio,50,50,50,50
521,US,96,36.0,California,Santa Maria Valley,Central Coast,Ryan+Cochrane++Solomon+Hills+Vineyard+Chardonnay+Santa+Maria+Valley,Chardonnay,Ryan Cochrane,50,50,50,50
522,US,96,85.0,California,Russian River Valley,Sonoma,Paul+Hobbs++Katherine+Lindsay+Estate+Pinot+Noir+Russian+River+Valley,Pinot Noir,Paul Hobbs,50,50,50,50
523,France,96,595.0,Champagne,Champagne,,Louis+Roederer++Cristal+Brut+Rosé++Champagne,Champagne Blend,Louis Roederer,50,50,50,50
524,France,96,,Champagne,Champagne,,Billecart-Salmon++Cuvée+Nicolas+François+Billecart+Brut++Champagne,Champagne Blend,Billecart-Salmon,50,50,50,50
525,US,96,48.0,California,Sonoma Coast,Sonoma,W.H.+Smith++Hellenthal+Vineyard+Pinot+Noir+Sonoma+Coast,Pinot Noir,W.H. Smith,50,50,50,50
526,France,96,79.0,Champagne,Champagne,,Louis+Roederer++Vintage+Brut++Champagne,Champagne Blend,Louis Roederer,50,50,50,50
527,US,96,80.0,California,Diamond Mountain District,Napa,Dyer++Dyer+Vineyard+Cabernet+Sauvignon+Diamond+Mountain+District,Cabernet Sauvignon,Dyer,50,50,50,50
528,US,96,400.0,California,Stags Leap District,Napa,Clos+du+Val++JG's+Joie+du+Vin+Cabernet+Sauvignon+Stags+Leap+District,Cabernet Sauvignon,Clos du Val,50,50,50,50
529,US,96,80.0,Washington,Walla Walla Valley (WA),Columbia Valley,Cayuse++En+Chamberlin+Vineyard+Syrah+Walla+Walla+Valley+WA,Syrah,Cayuse,50,50,50,50
530,France,96,,Bordeaux,Sauternes,,Château+Sigalas+Rabaud+++Sauternes,Bordeaux-style Red Blend,Château Sigalas Rabaud,50,50,50,50
531,Hungary,96,54.0,Tokaji,,,Royal+Tokaji+++Puttonyos+Aszú+Red+Label++Tokaji,White Blend,Royal Tokaji,50,50,50,50
532,US,96,150.0,California,North Coast,North Coast,Schramsberg++J.+Schram+Rosé+North+Coast,Rosé,Schramsberg,50,50,50,50
533,US,96,44.0,California,Green Valley,Sonoma,Iron+Horse++Wedding+Cuvée+Estate+Bottled+Sparkling+Green+Valley,Sparkling Blend,Iron Horse,50,50,50,50
534,France,96,170.0,Bordeaux,Pessac-Léognan,,Château+Pape+Clément++Barrel+Sample++Pessac-Léognan,Bordeaux-style White Blend,Château Pape Clément,50,50,50,50
535,France,96,,Bordeaux,Pauillac,,Château+Lafite+Rothschild++Barrel+Sample++Pauillac,Bordeaux-style Red Blend,Château Lafite Rothschild,50,50,50,50
536,US,96,100.0,California,North Coast,North Coast,Schramsberg++J.+Schram+Sparkling+North+Coast,Sparkling Blend,Schramsberg,50,50,50,50
537,US,96,70.0,Washington,Walla Walla Valley (WA),Columbia Valley,Cayuse++Widowmaker+Cabernet+Sauvignon+Walla+Walla+Valley+WA,Cabernet Sauvignon,Cayuse,50,50,50,50
538,US,96,70.0,Washington,Walla Walla Valley (WA),Columbia Valley,Cayuse++En+Chamberlin+Vineyard+Syrah+Walla+Walla+Valley+WA,Syrah,Cayuse,50,50,50,50
539,US,96,65.0,California,Rutherford,Napa,Sequoia+Grove++Rutherford+Bench+Reserve+Cabernet+Sauvignon+Rutherford,Cabernet Sauvignon,Sequoia Grove,50,50,50,50
540,US,96,125.0,California,Spring Mountain District,Napa,Vineyard+&++Estate+Cabernet+Sauvignon+Spring+Mountain+District,Cabernet Sauvignon,Vineyard 7&8,50,50,50,50
541,US,96,175.0,California,Napa Valley,Napa,Moone-Tsai++Cor+Leonis+Cabernet+Sauvignon+Napa+Valley,Cabernet Sauvignon,Moone-Tsai,50,50,50,50
542,Australia,96,500.0,South Australia,South Australia,,Penfolds++Grange+Shiraz+South+Australia,Shiraz,Penfolds,50,50,50,50
543,Portugal,96,95.0,Port,,,Warre's++Vintage++Port,Port,Warre's,50,50,50,50
544,Portugal,96,,Port,,,W.+&+J.+Graham's++Vintage++Port,Port,W. & J. Graham's,50,50,50,50
545,Portugal,96,,Port,,,Quinta+do+Vesuvio++Vintage++Port,Port,Quinta do Vesuvio,50,50,50,50
546,US,96,78.0,California,Russian River Valley,Sonoma,Williams+Selyem++Rochioli+Riverblock+Vineyard+Pinot+Noir+Russian+River+Valley,Pinot Noir,Williams Selyem,50,50,50,50
547,US,96,58.0,California,Templeton Gap District,Central Coast,ONX++Reckoning+Red+Templeton+Gap+District,Red Blend,ONX,50,50,50,50
548,Italy,96,190.0,Piedmont,Barolo,,Paolo+Scavino++Rocche+dell'Annunziata+Riserva++Barolo,Nebbiolo,Paolo Scavino,50,50,50,50
549,France,96,70.0,Bordeaux,Sauternes,,Château+Lafaurie-Peyraguey+++Sauternes,Bordeaux-style White Blend,Château Lafaurie-Peyraguey,50,50,50,50
550,US,96,60.0,Washington,Walla Walla Valley (WA),Columbia Valley,K+Vintners++The+Creator+Old+Stones+Cabernet+Sauvignon-Syrah+Walla+Walla+Valley+WA,Cabernet Sauvignon-Syrah,K Vintners,50,50,50,50
551,US,96,70.0,Oregon,Walla Walla Valley (OR),Oregon Other,Cayuse++Cailloux+Vineyard+Viognier+Walla+Walla+Valley+OR,Viognier,Cayuse,50,50,50,50
552,US,96,90.0,Oregon,Walla Walla Valley (OR),Oregon Other,Cayuse++Armada+Vineyard+God+Only+Knows+Grenache+Walla+Walla+Valley+OR,Grenache,Cayuse,50,50,50,50
553,US,96,125.0,Oregon,Dundee Hills,Willamette Valley,Domaine+Serene++Récolte+Grand+Cru+Chardonnay+Dundee+Hills,Chardonnay,Domaine Serene,50,50,50,50
554,US,96,115.0,California,Fort Ross-Seaview,Sonoma,Wayfarer++Golden+Mean+Pinot+Noir+Fort+Ross-Seaview,Pinot Noir,Wayfarer,50,50,50,50
555,US,96,60.0,Oregon,Willamette Valley,Willamette Valley,Ponzi++Aurora+Vineyard+Chardonnay+Willamette+Valley,Chardonnay,Ponzi,50,50,50,50
556,Italy,96,80.0,Central Italy,Montefalco Sagrantino,,Milziade+Antano++Colleallodole++Montefalco+Sagrantino,Sagrantino,Milziade Antano,50,50,50,50
557,US,96,90.0,Oregon,Walla Walla Valley (OR),Oregon Other,Cayuse++Cailloux+Vineyard+Syrah+Walla+Walla+Valley+OR,Syrah,Cayuse,50,50,50,50
558,US,96,82.0,California,Russian River Valley,Sonoma,Williams+Selyem++Allen+Vineyard+Pinot+Noir+Russian+River+Valley,Pinot Noir,Williams Selyem,50,50,50,50
559,Australia,96,225.0,South Australia,Barossa Valley,,Torbreck++RunRig+Shiraz-Viognier+Barossa+Valley,Shiraz-Viognier,Torbreck,50,50,50,50
560,Australia,96,150.0,South Australia,Barossa Valley,,Penfolds++RWT+Shiraz+Barossa+Valley,Shiraz,Penfolds,50,50,50,50
561,Austria,96,100.0,Burgenland,,,Kracher++Nouvelle+Vague+Nummer++Trockenbeerenauslese+Traminer+Burgenland,Traminer,Kracher,50,50,50,50
562,US,96,100.0,Washington,Walla Walla Valley (WA),Columbia Valley,K+Vintners++The+Hustler+Syrah+Walla+Walla+Valley+WA,Syrah,K Vintners,50,50,50,50
563,Austria,96,89.0,Wachau,,,F+X+Pichler++Dürnsteiner+Kellerberg+Smaragd+Riesling+Wachau,Riesling,F X Pichler,50,50,50,50
564,Argentina,96,48.0,Mendoza Province,Mendoza,,Alta+Vista++Single+Vineyard+Temis+Malbec+Mendoza,Malbec,Alta Vista,50,50,50,50
565,France,96,,Bordeaux,Barsac,,Château+Nairac+++Barsac,Bordeaux-style White Blend,Château Nairac,50,50,50,50
566,US,96,140.0,Washington,Walla Walla Valley (WA),Columbia Valley,K+Vintners++The+Hustler+Syrah+Walla+Walla+Valley+WA,Syrah,K Vintners,50,50,50,50
567,Italy,96,72.0,Piedmont,Lessona,,Proprietà+Sperino+++Lessona,Nebbiolo,Proprietà Sperino,50,50,50,50
568,US,96,140.0,Washington,Columbia Valley (WA),Columbia Valley,Charles+Smith++Royal+City+Northridge+Vineyard+Syrah+Columbia+Valley+WA,Syrah,Charles Smith,50,50,50,50
569,Italy,96,35.0,Piedmont,Lessona,,Colombera+&+Garella++Pizzaguerra++Lessona,Nebbiolo,Colombera & Garella,50,50,50,50
570,US,96,30.0,Oregon,Willamette Valley,Willamette Valley,Sineann++TFL+Pinot+Noir+Willamette+Valley,Pinot Noir,Sineann,50,50,50,50
571,Italy,96,200.0,Piedmont,Barbaresco,,Gaja+++Barbaresco,Nebbiolo,Gaja,50,50,50,50
572,US,96,62.0,California,Russian River Valley,Sonoma,Robert+Biale++Limerick+Lane+Vineyard+Zinfandel+Russian+River+Valley,Zinfandel,Robert Biale,50,50,50,50
573,US,96,325.0,California,Napa Valley,Napa,Hall++The+Bishop+Cabernet+Sauvignon+Napa+Valley,Cabernet Sauvignon,Hall,50,50,50,50
574,Italy,96,105.0,Lombardy,Valtellina Superiore,,Arpepe++Sassella+Vigna+Regina+Riserva++Valtellina+Superiore,Nebbiolo,Arpepe,50,50,50,50
575,Portugal,96,105.0,Port,,,Quinta+do+Noval++Vintage++Port,Port,Quinta do Noval,50,50,50,50
576,US,96,65.0,California,Sta. Rita Hills,Central Coast,Pali++Cargasacchi+Vineyard+Pinot+Noir+Sta.+Rita+Hills,Pinot Noir,Pali,50,50,50,50
577,US,96,160.0,California,Stags Leap District,Napa,Hall++Stags+Leap+District+Cabernet+Sauvignon+Stags+Leap+District,Cabernet Sauvignon,Hall,50,50,50,50
578,France,96,28.0,Bordeaux,Sauternes,,Château+Filhot+++Sauternes,Bordeaux-style White Blend,Château Filhot,50,50,50,50
579,Italy,96,470.0,Veneto,Amarone della Valpolicella,,Dal+Forno+Romano++Vigneto+di+Monte+Lodoletta++Amarone+della+Valpolicella,"Corvina, Rondinella, Molinara",Dal Forno Romano,50,50,50,50
580,US,96,50.0,California,Russian River Valley,Sonoma,Williams+Selyem++Heintz+Vineyard+Chardonnay+Russian+River+Valley,Chardonnay,Williams Selyem,50,50,50,50
581,US,96,60.0,California,Russian River Valley,Sonoma,Merry+Edwards++Coopersmith+Pinot+Noir+Russian+River+Valley,Pinot Noir,Merry Edwards,50,50,50,50
582,US,96,65.0,California,Russian River Valley,Sonoma,Williams+Selyem++Drake+Estate+Vineyard+Chardonnay+Russian+River+Valley,Chardonnay,Williams Selyem,50,50,50,50
583,France,96,42.0,Alsace,Alsace,,Kuentz-Bas++Geisberg+Grand+Cru+Riesling+Alsace,Riesling,Kuentz-Bas,50,50,50,50
584,France,96,45.0,Alsace,Alsace,,Julien+Schaal++Rangen+de+Thann+Grand+Cru+Riesling+Alsace,Riesling,Julien Schaal,50,50,50,50
585,France,96,60.0,Alsace,Alsace,,Domaine+Schoffit++Clos+Saint-Théobald+Rangen+Grand+Cru+Vendanges+Tardives+Riesling+Alsace,Riesling,Domaine Schoffit,50,50,50,50
586,France,96,29.0,Alsace,Alsace,,Domaines+Schlumberger++Saering+Grand+Cru+Riesling+Alsace,Riesling,Domaines Schlumberger,50,50,50,50
587,France,96,60.0,Alsace,Alsace,,Domaine+Schoffit++Clos+Saint-Théobald+Rangen+Grand+Cru+Vendanges+Tardives+Pinot+Gris+Alsace,Pinot Gris,Domaine Schoffit,50,50,50,50
588,France,96,78.0,Alsace,Alsace,,Domaine+Marcel+Deiss++Schoenenbourg+Grand+Cru+White+Alsace,Alsace white blend,Domaine Marcel Deiss,50,50,50,50
589,US,96,52.0,California,Sta. Rita Hills,Central Coast,Roark+Wine+Co.++Sanford+&+Benedict+Vineyard+Pinot+Noir+Sta.+Rita+Hills,Pinot Noir,Roark Wine Co.,50,50,50,50
590,France,96,160.0,Champagne,Champagne,,Mailly+Grand+Cru++Les+Echansons++Champagne,Champagne Blend,Mailly Grand Cru,50,50,50,50
591,US,96,45.0,California,Alexander Valley,Sonoma,Macauley++Special+Selected+Late+Harvest+Botrytis+Sémillon+Alexander+Valley,Sémillon,Macauley,50,50,50,50
592,Spain,96,82.0,Northern Spain,Rioja,,Remírez+de+Ganuza++Old+Vines+Unfiltered++Rioja,Tempranillo Blend,Remírez de Ganuza,50,50,50,50
593,Italy,96,125.0,Tuscany,Bolgheri,,Tenuta+dell'Ornellaia++Ornellaia++Bolgheri,Red Blend,Tenuta dell'Ornellaia,50,50,50,50
594,France,96,2500.0,Burgundy,La Romanée,,Domaine+du+Comte+Liger-Belair+++La+Romanée,Pinot Noir,Domaine du Comte Liger-Belair,50,50,50,50
595,US,96,100.0,California,Russian River Valley,Sonoma,J.+Rochioli++West+Block+Pinot+Noir+Russian+River+Valley,Pinot Noir,J. Rochioli,50,50,50,50
596,US,96,125.0,California,Rutherford,Napa,Flora+Springs++Rutherford+Hillside+Reserve+Cabernet+Sauvignon+Rutherford,Cabernet Sauvignon,Flora Springs,50,50,50,50
597,US,96,100.0,California,Rutherford,Napa,Freemark+Abbey++Sycamore+Vineyard+Cabernet+Sauvignon+Rutherford,Cabernet Sauvignon,Freemark Abbey,50,50,50,50
598,Italy,96,280.0,Tuscany,Toscana,,Tenuta+di+Biserno++Lodovico+Red+Toscana,Red Blend,Tenuta di Biserno,50,50,50,50
599,France,96,,Bordeaux,Margaux,,Château+Rauzan-Ségla+++Margaux,Bordeaux-style Red Blend,Château Rauzan-Ségla,50,50,50,50
600,US,96,275.0,California,Oakville,Napa,Paul+Hobbs++Beckstoffer+To+Kalon+Vineyard+Cabernet+Sauvignon+Oakville,Cabernet Sauvignon,Paul Hobbs,50,50,50,50
601,France,96,111.0,Bordeaux,Sauternes,,Château+Suduiraut+++Sauternes,Bordeaux-style White Blend,Château Suduiraut,50,50,50,50
602,US,96,150.0,California,Oakville,Napa,Goldschmidt++Plus+Game+Ranch+Single+Vineyard+Selection+Cabernet+Sauvignon+Oakville,Cabernet Sauvignon,Goldschmidt,50,50,50,50
603,France,96,126.0,Bordeaux,Barsac,,Château+Climens+++Barsac,Bordeaux-style White Blend,Château Climens,50,50,50,50
604,Portugal,96,100.0,Port,,,Niepoort++Bioma+Vinha+Velha+Vintage++Port,Port,Niepoort,50,50,50,50
605,US,96,60.0,California,Santa Ynez Valley,Central Coast,Zaca+Mesa++Black+Bear+Block+Estate+Grown+and+Bottled+Syrah+Santa+Ynez+Valley,Syrah,Zaca Mesa,50,50,50,50
606,France,96,,Bordeaux,Pauillac,,Château+Lynch-Bages+++Pauillac,Bordeaux-style Red Blend,Château Lynch-Bages,50,50,50,50
607,France,96,,Bordeaux,Pauillac,,Château+Pichon+Longueville+Comtesse+de+Lalande+++Pauillac,Bordeaux-style Red Blend,Château Pichon Longueville Comtesse de Lalande,50,50,50,50
608,US,96,200.0,California,Napa-Monterey-Mendocino,,Schramsberg++J.+Schram+Late+Disgorged+th+Anniversary+Release+Sparkling+Napa-Monterey-Mendocino,Sparkling Blend,Schramsberg,50,50,50,50
609,US,96,65.0,California,Russian River Valley,Sonoma,Ramey++Cole+Creek+Vineyard+Syrah+Russian+River+Valley,Syrah,Ramey,50,50,50,50
610,France,96,37.0,Alsace,Alsace,,Domaine+Weinbach++Schlossberg+Grand+Cru+Riesling+Alsace,Riesling,Domaine Weinbach,50,50,50,50
611,US,96,70.0,California,Carneros,Napa-Sonoma,Schramsberg++Tognetti+Vineyard+Brut+Sparkling+Carneros,Sparkling Blend,Schramsberg,50,50,50,50
612,France,96,100.0,Alsace,Alsace,,Domaine+Zind-Humbrecht++Brand+Grand+Cru+Riesling+Alsace,Riesling,Domaine Zind-Humbrecht,50,50,50,50
613,France,96,120.0,Alsace,Alsace,,Domaine+Zind-Humbrecht++Clos+Saint+Urbain+Rangen+de+Thann+Grand+Cru+Pinot+Gris+Alsace,Pinot Gris,Domaine Zind-Humbrecht,50,50,50,50
614,US,96,165.0,California,Rutherford,Napa,Hall++Exzellenz+Red+Wine+Sacrashe+Vineyard+Cabernet+Sauvignon+Rutherford,Cabernet Sauvignon,Hall,50,50,50,50
615,US,96,70.0,California,Russian River Valley,Sonoma,Lynmar++Quail+Hill+Vineyard+Summit+Pinot+Noir+Russian+River+Valley,Pinot Noir,Lynmar,50,50,50,50
616,US,96,75.0,Oregon,Walla Walla Valley (OR),Oregon Other,Cayuse++Camaspelo+Cabernet+Sauvignon-Merlot+Walla+Walla+Valley+OR,Cabernet Sauvignon-Merlot,Cayuse,50,50,50,50
617,US,96,85.0,California,Napa Valley,Napa,Dolce++Late+Harvest+Wine+Semillon-Sauvignon+Blanc+Napa+Valley,Semillon-Sauvignon Blanc,Dolce,50,50,50,50
618,Austria,96,78.0,Kamptal,,,Bründlmayer++Zöbinger+Heiligenstein+Erste+Lage+Alte+Reben+Reserve+Riesling+Kamptal,Riesling,Bründlmayer,50,50,50,50
619,US,96,75.0,California,Oakville,Napa,Goldschmidt++Single+Vineyard+Selection+Game+Ranch+Cabernet+Sauvignon+Oakville,Cabernet Sauvignon,Goldschmidt,50,50,50,50
620,US,96,200.0,California,Napa Valley,Napa,The+Vineyard+House++Cabernet+Sauvignon+Napa+Valley,Cabernet Sauvignon,The Vineyard House,50,50,50,50
621,Italy,96,227.0,Tuscany,Bolgheri Sassicaia,,Tenuta+San+Guido++Sassicaia++Bolgheri+Sassicaia,Red Blend,Tenuta San Guido,50,50,50,50
622,US,96,45.0,Washington,Columbia Valley (WA),Columbia Valley,Dunham++XV+Cabernet+Sauvignon+Columbia+Valley+WA,Cabernet Sauvignon,Dunham,50,50,50,50
623,US,96,200.0,California,Napa Valley,Napa,Joseph+Phelps++Insignia+Estate+Grown+Red+Napa+Valley,Red Blend,Joseph Phelps,50,50,50,50
624,US,96,150.0,California,Fort Ross-Seaview,Sonoma,Wayfarer++Estate+Grown+The+Traveler+Pinot+Noir+Fort+Ross-Seaview,Pinot Noir,Wayfarer,50,50,50,50
625,France,96,281.0,Burgundy,Clos de Vougeot,,Domaine+Jean+Grivot+++Clos+de+Vougeot,Pinot Noir,Domaine Jean Grivot,50,50,50,50
626,Hungary,96,125.0,Tokaji,,,Dobogó++Aszú++Puttonyos++Tokaji,Tokaji,Dobogó,50,50,50,50
627,France,96,,Burgundy,Echézeaux,,Domaine+Jean+Grivot+++Echézeaux,Pinot Noir,Domaine Jean Grivot,50,50,50,50
628,US,96,54.0,California,Russian River Valley,Sonoma,Merry+Edwards++Flax+Vineyard+Méthode+a+L'Ancienne+Pinot+Noir+Russian+River+Valley,Pinot Noir,Merry Edwards,50,50,50,50
629,US,96,57.0,California,Russian River Valley,Sonoma,Merry+Edwards++Klopp+Ranch+Méthode+a+L'Ancienne+Pinot+Noir+Russian+River+Valley,Pinot Noir,Merry Edwards,50,50,50,50
630,US,96,89.0,California,Stags Leap District,Napa,Reynolds+Family+Winery++Reserve+Cabernet+Sauvignon+Stags+Leap+District,Cabernet Sauvignon,Reynolds Family Winery,50,50,50,50
631,US,96,150.0,California,Sonoma Coast,Sonoma,Keller+Estate++Precioso+Pinot+Noir+Sonoma+Coast,Pinot Noir,Keller Estate,50,50,50,50
632,France,96,116.0,Burgundy,Corton-Pougets,,Louis+Jadot+++Corton-Pougets,Pinot Noir,Louis Jadot,50,50,50,50
633,Portugal,96,55.0,Alentejo,,,Mouchão++Red+Alentejo,Portuguese Red,Mouchão,50,50,50,50
634,France,96,149.0,Burgundy,Chablis,,Domaine+Christian+Moreau+Père+et+Fils++Les+Clos+Grand+Cru+Clos+des+Hospices++Chablis,Chardonnay,Domaine Christian Moreau Père et Fils,50,50,50,50
635,US,96,54.0,California,Russian River Valley,Sonoma,Arista++Chardonnay+Russian+River+Valley,Chardonnay,Arista,50,50,50,50
636,France,96,231.0,Burgundy,Echézeaux,,Louis+Jadot+++Echézeaux,Pinot Noir,Louis Jadot,50,50,50,50
637,Italy,96,45.0,Tuscany,Brunello di Montalcino,,Il+Colle+++Brunello+di+Montalcino,Sangiovese,Il Colle,50,50,50,50
638,Italy,96,540.0,Tuscany,Brunello di Montalcino,,Biondi+Santi++Riserva++Brunello+di+Montalcino,Sangiovese,Biondi Santi,50,50,50,50
639,France,96,474.0,Burgundy,Chambertin Clos de Bèze,,Louis+Jadot+++Chambertin+Clos+de+Bèze,Pinot Noir,Louis Jadot,50,50,50,50
640,US,96,66.0,California,Santa Ynez Valley,Central Coast,Stolpman++La+Croce+Red+Santa+Ynez+Valley,Red Blend,Stolpman,50,50,50,50
641,Germany,96,49.0,Mosel-Saar-Ruwer,,,Dr.+Loosen++Wehlener+Sonnenuhr+Trockenbeerenauslese+Goldkap+Riesling+Mosel-Saar-Ruwer,Riesling,Dr. Loosen,50,50,50,50
642,US,96,72.0,California,Napa Valley,Napa,Macauley++Cabernet+Sauvignon+Napa+Valley,Cabernet Sauvignon,Macauley,50,50,50,50
643,US,96,250.0,California,Napa Valley,Napa,Staglin++INEO+Red+Napa+Valley,Bordeaux-style Red Blend,Staglin,50,50,50,50
644,France,96,120.0,Rhône Valley,Châteauneuf-du-Pape,,Famille+Perrin++Château+de+Beaucastel+Red+Châteauneuf-du-Pape,Rhône-style Red Blend,Famille Perrin,50,50,50,50
645,France,96,575.0,Burgundy,Chambertin Clos de Bèze,,Bouchard+Père+&+Fils+++Chambertin+Clos+de+Bèze,Pinot Noir,Bouchard Père & Fils,50,50,50,50
646,France,96,,Burgundy,Clos de Vougeot,,Domaine+Anne+Gros++Le+Grand+Maupertui++Clos+de+Vougeot,Pinot Noir,Domaine Anne Gros,50,50,50,50
647,France,96,2000.0,Burgundy,La Romanée,,Domaine+du+Comte+Liger-Belair+++La+Romanée,Pinot Noir,Domaine du Comte Liger-Belair,50,50,50,50
648,France,96,90.0,Bordeaux,Saint-Julien,,Château+Léoville+Barton+++Saint-Julien,Bordeaux-style Red Blend,Château Léoville Barton,50,50,50,50
649,US,96,200.0,California,Napa Valley,Napa,Harlan+Estate++Red+Napa+Valley,Red Blend,Harlan Estate,50,50,50,50
650,Germany,96,160.0,Mosel-Saar-Ruwer,,,Dr.+H.+Thanisch+Erben+Müller-Burggraef++Berncasteler+Doctor+Beerenauslese+Goldkap+Riesling+Mosel-Saar-Ruwer,Riesling,Dr. H. Thanisch (Erben Müller-Burggraef),50,50,50,50
651,France,96,240.0,Burgundy,Chambertin,,Domaine+Rossignol-Trapet+++Chambertin,Pinot Noir,Domaine Rossignol-Trapet,50,50,50,50
652,France,96,315.0,Burgundy,Chevalier-Montrachet,,Bouchard+Père+&+Fils+++Chevalier-Montrachet,Chardonnay,Bouchard Père & Fils,50,50,50,50
653,France,96,115.0,Burgundy,Corton,,Bouchard+Père+&+Fils++Le+Corton++Corton,Pinot Noir,Bouchard Père & Fils,50,50,50,50
654,Spain,96,90.0,Northern Spain,Ribera del Duero,,Astrales+++Ribera+del+Duero,Tinto Fino,Astrales,50,50,50,50
655,US,96,60.0,California,Napa Valley,Napa,Lewis++Reserve+Cabernet+Sauvignon+Napa+Valley,Cabernet Sauvignon,Lewis,50,50,50,50
656,US,96,65.0,Oregon,Willamette Valley,Willamette Valley,Ken+Wright++Freedom+Hill+Vineyard+Pinot+Noir+Willamette+Valley,Pinot Noir,Ken Wright,50,50,50,50
657,France,96,360.0,Bordeaux,Saint-Estèphe,,Château+Montrose+++Saint-Estèphe,Bordeaux-style Red Blend,Château Montrose,50,50,50,50
658,France,96,130.0,Burgundy,Corton-Charlemagne,,Louis+Jadot+++Corton-Charlemagne,Chardonnay,Louis Jadot,50,50,50,50
659,US,96,95.0,California,Napa Valley,Napa,Jarvis++Estate+Cabernet+Sauvignon+Napa+Valley,Cabernet Sauvignon,Jarvis,50,50,50,50
660,France,96,200.0,Bordeaux,Pauillac,,Château+Pichon+Longueville+++Pauillac,Bordeaux-style Red Blend,Château Pichon Longueville,50,50,50,50
661,Portugal,96,99.0,Port,,,Taylor+Fladgate++Vintage++Port,Port,Taylor Fladgate,50,50,50,50
662,Austria,96,,Wachau,,,F+X+Pichler++Dürnsteiner+Liebenberg+Smaragd+Grüner+Veltliner+Wachau,Grüner Veltliner,F X Pichler,50,50,50,50
663,Italy,96,315.0,Tuscany,Toscana,,Le+Macchiole++Messorio+Merlot+Toscana,Merlot,Le Macchiole,50,50,50,50
664,US,96,75.0,California,Russian River Valley,Sonoma,Williams+Selyem++Olivet+Lane+Vineyard+Pinot+Noir+Russian+River+Valley,Pinot Noir,Williams Selyem,50,50,50,50
665,US,96,65.0,California,Russian River Valley,Sonoma,Ramey++Woolsey+Road+Vineyard+Chardonnay+Russian+River+Valley,Chardonnay,Ramey,50,50,50,50
666,Austria,96,92.0,Wachau,,,Emmerich+Knoll++Ried+Loibenberg+Reserve+Grüner+Veltliner+Wachau,Grüner Veltliner,Emmerich Knoll,50,50,50,50
667,Austria,96,54.0,Wachau,,,Emmerich+Knoll++Ried+Loibenberg+Smaragd+Riesling+Wachau,Riesling,Emmerich Knoll,50,50,50,50
668,US,96,65.0,California,Carneros,Napa-Sonoma,Ramey++Hyde+Vineyard+Chardonnay+Carneros,Chardonnay,Ramey,50,50,50,50
669,US,96,48.0,California,Carneros,Napa-Sonoma,Shafer++Red+Shoulder+Ranch+Chardonnay+Carneros,Chardonnay,Shafer,50,50,50,50
670,Austria,96,103.0,Wachau,,,Franz+Hirtzberger++Hochrain+Smaragd+Riesling+Wachau,Riesling,Franz Hirtzberger,50,50,50,50
671,France,96,390.0,Champagne,Champagne,,Barons+de+Rothschild++Blanc+de+Blancs+Vintage+Brut+Chardonnay+Champagne,Chardonnay,Barons de Rothschild,50,50,50,50
672,Italy,96,150.0,Piedmont,Barolo,,Massolino++Vigna+Rionda+Riserva++Barolo,Nebbiolo,Massolino,50,50,50,50
